"sumX","medianX","maxX","stdX","val_75","val_87_5","max_dif","med_dif","mean_upper_dif","sum_1st_half","sum_2nd_half"
0.124378109452736,0,0,0.154228855721393,0,0,0,0,0.0771144278606965,320,179
0.216417910447761,0.154228855721393,0.151741293532338,0.161691542288557,0.236318407960199,0.236318407960199,0.101990049751244,0.124378109452736,0.106965174129353,0,759
0.0447761194029851,0.0522388059701493,0.0572139303482587,0.0422885572139304,0.0373134328358209,0.0373134328358209,0.0223880597014925,0.0223880597014925,0.0248756218905473,250,850
0.0298507462686567,0.0621890547263682,0.0373134328358209,0.027363184079602,0.0199004975124378,0.0199004975124378,0.0398009950248756,0.0522388059701493,0.0398009950248756,287,929
0.0373134328358209,0.0298507462686567,0.027363184079602,0.0398009950248756,0.0373134328358209,0.0373134328358209,0.0199004975124378,0.0199004975124378,0.0223880597014925,346,908
0.0472636815920398,0.0497512437810945,0.027363184079602,0.0422885572139304,0.0646766169154229,0.0646766169154229,0.0199004975124378,0.0248756218905473,0.0223880597014925,328,11
0.164179104477612,0,0,0.164179104477612,0,0,0.00248756218905473,0,0.00248756218905473,370,843
0.0970149253731343,0.0970149253731343,0.0771144278606965,0.0696517412935323,0.106965174129353,0.106965174129353,0.0422885572139304,0.0447761194029851,0.0472636815920398,0,921
0.0174129353233831,0.0472636815920398,0.0174129353233831,0.0174129353233831,0.0199004975124378,0.0199004975124378,0.0174129353233831,0.0323383084577114,0.0174129353233831,336,56
0.18407960199005,0,0,0.196517412935323,0,0,0,0,0,325,891
0.0721393034825871,0.0671641791044776,0.0522388059701493,0.0671641791044776,0.0671641791044776,0.0671641791044776,0.0373134328358209,0.0248756218905473,0.0373134328358209,0,870
0.121890547263682,0.166666666666667,0.0895522388059701,0.101990049751244,0.0870646766169154,0.0870646766169154,0.0597014925373134,0.082089552238806,0.0621890547263682,384,849
0.129353233830846,0.13681592039801,0.131840796019901,0.129353233830846,0.131840796019901,0.131840796019901,0.121890547263682,0.0721393034825871,0.129353233830846,298,50
0.189054726368159,0,0,0.211442786069652,0,0,0.00248756218905473,0,0.00248756218905473,426,1
0,0,0,0,0,0,0,0,0,0,896
0.00746268656716418,0.00995024875621891,0.0124378109452736,0.00746268656716418,0.00746268656716418,0.00746268656716418,0.0124378109452736,0.00497512437810945,0.00995024875621891,0,787
0.0696517412935323,0.101990049751244,0.0398009950248756,0.0472636815920398,0.082089552238806,0.082089552238806,0.0199004975124378,0.0696517412935323,0.0298507462686567,334,118
0.139303482587065,0,0,0.124378109452736,0,0,0,0,0.0771144278606965,225,929
0.0223880597014925,0.0174129353233831,0.0223880597014925,0.0223880597014925,0.0248756218905473,0.0248756218905473,0.0248756218905473,0.0149253731343284,0.0199004975124378,0,1
0,0,0,0,0,0,0,0,0,346,9
0.171641791044776,0,0,0.171641791044776,0,0,0,0,0,0,897
0.0970149253731343,0.0895522388059701,0.0522388059701493,0.0746268656716418,0.134328358208955,0.134328358208955,0.0323383084577114,0.0373134328358209,0.0373134328358209,0,753
0.189054726368159,0.201492537313433,0.131840796019901,0.154228855721393,0.169154228855721,0.169154228855721,0.101990049751244,0.156716417910448,0.101990049751244,378,909
0.0298507462686567,0.00995024875621891,0.0223880597014925,0.027363184079602,0.0348258706467662,0.0348258706467662,0.0199004975124378,0.0124378109452736,0.0174129353233831,289,6
0.156716417910448,0,0,0.119402985074627,0,0,0,0,0,366,23
0.161691542288557,0,0,0.151741293532338,0,0,0,0,0,0,104
0.176616915422886,0,0,0.186567164179104,0,0,0,0,0,0,840
0.0621890547263682,0.0895522388059701,0.054726368159204,0.0497512437810945,0.0646766169154229,0.0646766169154229,0.0746268656716418,0.0422885572139304,0.0646766169154229,0,321
0.0920398009950249,0,0,0.104477611940299,0.0447761194029851,0.0447761194029851,0,0,0.0970149253731343,353,936
0.0174129353233831,0.0124378109452736,0.0199004975124378,0.0174129353233831,0.0124378109452736,0.0124378109452736,0.027363184079602,0.0124378109452736,0.0199004975124378,0,10
0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,339,938
0.0497512437810945,0.0323383084577114,0.0348258706467662,0.0398009950248756,0.0522388059701493,0.0522388059701493,0.0248756218905473,0.0373134328358209,0.0248756218905473,0,151
0.151741293532338,0,0,0.171641791044776,0,0,0,0,0.0970149253731343,337,614
0.0621890547263682,0.0497512437810945,0.0248756218905473,0.0447761194029851,0.0696517412935323,0.0696517412935323,0.0223880597014925,0.0248756218905473,0.0248756218905473,0,829
0.0920398009950249,0.191542288557214,0.0771144278606965,0.0746268656716418,0.121890547263682,0.121890547263682,0.0646766169154229,0.161691542288557,0.0597014925373134,434,924
0.0124378109452736,0.0124378109452736,0.0124378109452736,0.0124378109452736,0.0149253731343284,0.0149253731343284,0,0.00248756218905473,0.00248756218905473,296,1
0,0,0,0,0,0,0,0,0,351,464
0.161691542288557,0.126865671641791,0.0646766169154229,0.109452736318408,0.144278606965174,0.144278606965174,0.0447761194029851,0.0671641791044776,0.0472636815920398,0,103
0.0920398009950249,0,0.0472636815920398,0.054726368159204,0,0,0.0472636815920398,0,0.0522388059701493,287,9
0.101990049751244,0,0,0.082089552238806,0,0,0,0,0,0,25
0.176616915422886,0,0,0.17910447761194,0,0,0,0,0,0,767
0.0771144278606965,0.0870646766169154,0.0597014925373134,0.0621890547263682,0.0771144278606965,0.0771144278606965,0.0572139303482587,0.0497512437810945,0.0572139303482587,0,656
0.126865671641791,0.0746268656716418,0.0671641791044776,0.0771144278606965,0.0920398009950249,0.0920398009950249,0.0398009950248756,0.0348258706467662,0.0522388059701493,299,383
0.236318407960199,0,0,0.243781094527363,0.139303482587065,0.139303482587065,0,0,0.189054726368159,341,718
0.0920398009950249,0.0472636815920398,0.0845771144278607,0.0945273631840796,0.0671641791044776,0.0671641791044776,0.0646766169154229,0.0323383084577114,0.0621890547263682,0,564
0.151741293532338,0.0945273631840796,0.221393034825871,0.181592039800995,0.0995024875621891,0.0995024875621891,0.221393034825871,0.0746268656716418,0.233830845771144,299,646
0.0796019900497512,0.0845771144278607,0.0472636815920398,0.0522388059701493,0.0970149253731343,0.0970149253731343,0.0373134328358209,0.0621890547263682,0.0398009950248756,414,553
0.171641791044776,0,0.186567164179104,0.203980099502488,0.134328358208955,0.134328358208955,0.213930348258706,0.0995024875621891,0.206467661691542,409,769
0.111940298507463,0.0995024875621891,0.0746268656716418,0.082089552238806,0.131840796019901,0.131840796019901,0.0522388059701493,0.0447761194029851,0.0597014925373134,0,515
0.0373134328358209,0,0.0149253731343284,0.0223880597014925,0.0248756218905473,0.0248756218905473,0.0149253731343284,0.00497512437810945,0.0149253731343284,258,724
0.124378109452736,0.129353233830846,0.0621890547263682,0.0920398009950249,0.134328358208955,0.134328358208955,0.0472636815920398,0.0422885572139304,0.0572139303482587,0,888
0.0970149253731343,0.082089552238806,0.101990049751244,0.101990049751244,0.0995024875621891,0.0995024875621891,0.121890547263682,0.0422885572139304,0.111940298507463,412,1
0,0,0,0,0,0,0.00248756218905473,0,0.00248756218905473,354,928
0.0298507462686567,0.0422885572139304,0.0323383084577114,0.0348258706467662,0.0298507462686567,0.0298507462686567,0.027363184079602,0.0248756218905473,0.027363184079602,0,408
0.23134328358209,0,0.169154228855721,0.206467661691542,0.134328358208955,0.134328358208955,0.159203980099502,0,0.171641791044776,347,7
0.191542288557214,0,0,0.191542288557214,0,0,0,0,0,0,905
0.082089552238806,0.189054726368159,0.0572139303482587,0.0696517412935323,0.0696517412935323,0.0696517412935323,0.027363184079602,0.131840796019901,0.0298507462686567,370,498
0.0199004975124378,0.00995024875621891,0.0174129353233831,0.0199004975124378,0.0124378109452736,0.0124378109452736,0.0149253731343284,0.00746268656716418,0.0149253731343284,347,638
0.159203980099502,0,0.186567164179104,0.194029850746269,0.101990049751244,0.101990049751244,0.17910447761194,0.119402985074627,0.164179104477612,0,1
0,0,0,0,0,0,0,0,0,0,896
0.191542288557214,0.17910447761194,0.159203980099502,0.161691542288557,0.208955223880597,0.208955223880597,0.169154228855721,0.151741293532338,0.164179104477612,324,878
0.0472636815920398,0.0895522388059701,0.0124378109452736,0.0248756218905473,0.054726368159204,0.054726368159204,0.00497512437810945,0.0199004975124378,0.00497512437810945,336,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.00248756218905473,0,0.00248756218905473,0,1
0,0,0,0,0,0,0,0,0,0,509
0.0597014925373134,0.0323383084577114,0.0497512437810945,0.0746268656716418,0.0373134328358209,0.0373134328358209,0.0373134328358209,0.0199004975124378,0.0373134328358209,303,1
0,0,0,0,0,0,0,0,0,0,434
